iter	Logloss
210	0.4436998052
211	0.4436702221
212	0.4436380553
213	0.4435952736
214	0.4435676897
215	0.4435341003
216	0.4434913655
217	0.4434653365
218	0.4434301309
219	0.443396658
220	0.4433584892
221	0.4433153447
222	0.4432651693
223	0.44322415
224	0.4431930257
225	0.4431624433
226	0.4431067044
227	0.4430512431
228	0.443019256
229	0.4429780194
230	0.4429368055
231	0.4428967318
232	0.4428354092
233	0.4427990657
234	0.4427623391
235	0.442734827
236	0.442695189
237	0.4426468248
238	0.4426025375
239	0.4425642584
240	0.4425354293
241	0.4424891113
242	0.4424390619
243	0.4424045216
244	0.4423520707
245	0.4422964339
246	0.4422379684
247	0.4421870436
248	0.4421653582
249	0.4421199919
250	0.4420885436
251	0.4420589722
252	0.4420155365
253	0.4419790631
254	0.4419508771
255	0.441887271
256	0.4418351896
257	0.4417922918
258	0.4417495976
259	0.441697227
260	0.4416577137
261	0.4416105446
262	0.4415768607
263	0.441540565
264	0.4415131402
265	0.4414637762
266	0.441423118
267	0.4413800066
268	0.4413486442
269	0.4413130893
270	0.4412764945
271	0.4412479858
272	0.4412041722
273	0.4411591407
274	0.4411130135
275	0.4410748086
276	0.4410419055
277	0.4409960444
278	0.4409606619
279	0.4409176603
280	0.4408641117
281	0.4408351568
282	0.4407996582
283	0.4407549608
284	0.440564312
285	0.4405177349
286	0.4404807391
287	0.440448208
288	0.4404121745
289	0.4403795173
290	0.4403423177
291	0.4403179022
292	0.4402728019
293	0.4402402376
294	0.4402048799
295	0.4401645144
296	0.4401382848
297	0.4401023416
298	0.4400562882
299	0.4400276638
300	0.4399966467
301	0.4399712121
302	0.4399401876
303	0.439911639
304	0.4398767181
305	0.4398407242
306	0.4397982211
307	0.439764609
308	0.439724454
309	0.4396918052
310	0.4396610358
311	0.4396319927
312	0.4395819162
313	0.4395503793
314	0.4395150366
315	0.4394818825
316	0.4394452628
317	0.4393989748
318	0.4393697904
319	0.4393380388
320	0.439303367
321	0.4392693051
322	0.4392431226
323	0.4392045922
324	0.439173343
325	0.4391373904
326	0.4390981244
327	0.4390722202
328	0.4390274264
329	0.4389941209
330	0.4389579979
331	0.4389288127
332	0.4388960924
333	0.43886794
334	0.4388388415
335	0.4388175329
336	0.4387836911
337	0.4387478495
338	0.4387108465
339	0.4386698041
340	0.4386460285
341	0.4386133536
342	0.4385742705
343	0.4385485914
344	0.4385160018
345	0.4384876844
346	0.4384593808
347	0.4384302079
348	0.4384004053
349	0.4383609655
350	0.4383264243
351	0.4382955507
352	0.4382673922
353	0.4382300947
354	0.438192215
355	0.4381683416
356	0.4381349252
357	0.4381056048
358	0.4380772436
359	0.4380498738
360	0.4380247671
361	0.437995624
362	0.4379497562
363	0.4379243254
364	0.437902367
365	0.437869846
366	0.4378493898
367	0.4378247313
368	0.4377994152
369	0.4377688727
370	0.4377454149
371	0.4377134965
372	0.4376853557
373	0.4376590924
374	0.437628058
375	0.4375929429
376	0.437572066
377	0.4375457848
378	0.4375094539
379	0.4374769378
380	0.4374492709
381	0.4374038219
382	0.4373684511
383	0.437338916
384	0.4373021249
385	0.4372762906
386	0.4372500614
387	0.4372210459
388	0.4371898035
389	0.4371698325
390	0.4371405972
391	0.4371120823
392	0.4370870304
393	0.4370567584
394	0.4370293272
395	0.4370015392
396	0.4369744845
397	0.4369244711
398	0.4369046704
399	0.4368835627
400	0.436855596
401	0.4368379329
402	0.436812086
403	0.4367881401
404	0.4367631383
405	0.4367279975
406	0.436704781
407	0.4366804795
408	0.4366624355
409	0.4366145567
410	0.4365875245
411	0.436569177
412	0.4365365271
413	0.4365088776
414	0.4364808251
415	0.4364525302
416	0.4364352274
417	0.4364115526
418	0.4363836666
419	0.4363609834
420	0.4363288138
421	0.4363083532
422	0.4362745213
423	0.4362502635
424	0.4362115731
425	0.4361770023
426	0.436153958
427	0.4361229449
428	0.4360967693
429	0.4360723612
430	0.4360453857
431	0.4360174629
432	0.43598115
433	0.4359598392
434	0.4359377264
435	0.4359054447
436	0.4358443761
437	0.4358198168
438	0.4357932005
439	0.4357671149
440	0.4357496525
441	0.4357263334
442	0.4356981312
443	0.4356822624
444	0.4356531603
445	0.4356273286
446	0.4355999796
447	0.4355759506
448	0.4355489406
449	0.4355316029
450	0.4355100807
451	0.4354799278
452	0.4354570514
453	0.4354351552
454	0.4354120429
455	0.4353840463
456	0.4353644829
457	0.4353434122
458	0.4353185971
459	0.435299807
460	0.4352762039
461	0.4352567801
462	0.4352281443
463	0.4351984391
464	0.4351851514
465	0.4351606894
466	0.4351230336
467	0.4351026791
468	0.4350731732
469	0.4350523159
470	0.4350253056
471	0.4348718018
472	0.4348438776
473	0.4348257209
474	0.4348048744
475	0.4347834742
476	0.4347636649
477	0.4347413031
478	0.4347184313
479	0.4346953575
480	0.4346767229
481	0.434653786
482	0.434621142
483	0.4345913815
484	0.4345667869
485	0.4345453724
486	0.4345243024
487	0.4345026685
488	0.4344794775
489	0.4344538944
490	0.4344286365
491	0.4344014791
492	0.4343787492
493	0.4343600126
494	0.4343355427
495	0.4342826104
496	0.4342647847
497	0.4342469463
498	0.434229195
499	0.4341891544
500	0.4341551245
501	0.4341334525
502	0.4341104757
503	0.4340883131
504	0.4340679172
505	0.4340517338
506	0.4340183864
507	0.4339932293
508	0.4339714238
509	0.4339529397
510	0.4339314127
511	0.4339075078
512	0.433874265
513	0.4338486067
514	0.4338274531
515	0.4338049039
516	0.4337863482
517	0.4337661587
518	0.4337408597
519	0.4337249225
520	0.4336981924
521	0.4336808347
522	0.4336608854
523	0.4335998297
524	0.4335780336
525	0.4335440847
526	0.4335243829
527	0.4335034904
528	0.4334866202
529	0.433468052
530	0.4334416105
531	0.4334231245
532	0.433398709
533	0.433367633
534	0.4333476289
535	0.4333298692
536	0.4333098918
537	0.4332899596
538	0.4332705121
539	0.4332504417
540	0.4332399227
541	0.4332235913
542	0.4332092531
543	0.4331857932
544	0.433166851
545	0.4331487431
546	0.4331266124
547	0.4331061782
548	0.4330823166
549	0.4330684224
550	0.4330506868
551	0.4330337964
552	0.4330140721
553	0.4329723338
554	0.4329559699
555	0.4328834479
556	0.4328652221
557	0.4328500307
558	0.4328346819
559	0.4328167629
560	0.4327523889
561	0.4327318916
562	0.432714471
563	0.4326993154
564	0.4326763997
565	0.4326609698
566	0.4326402704
567	0.4326231223
568	0.4326015135
569	0.4325853575
570	0.4325692097
571	0.4325522345
572	0.4325316664
573	0.4325145223
574	0.4324981403
575	0.4324765578
576	0.4324512996
577	0.4323745025
578	0.4323483395
579	0.4323250166
580	0.4323021365
581	0.4322802731
582	0.4322644717
583	0.4322431639
584	0.4322252095
585	0.4322028043
586	0.4321818992
587	0.4321637691
588	0.4321422461
589	0.4321250951
590	0.4321082747
591	0.432066783
592	0.4320474963
593	0.4320231375
594	0.4320059863
595	0.4319921546
596	0.4319757206
597	0.4319493676
598	0.4319306138
599	0.4319079767
600	0.4318904487
601	0.4318646851
602	0.4318441726
603	0.4318344239
604	0.4318143954
605	0.4318008401
606	0.4317529115
607	0.4317366573
608	0.4317134591
609	0.4316903498
610	0.4316661793
611	0.4316513777
612	0.4316311294
613	0.4316038453
614	0.4315800478
615	0.4315626153
616	0.4315456964
617	0.4315268557
618	0.431505875
619	0.4314898291
620	0.431468975
621	0.4314501539
622	0.4314328155
623	0.4314229474
624	0.4314001775
625	0.4313778391
626	0.4313562047
627	0.4313124701
628	0.4312910112
629	0.4312709137
630	0.4312543494
631	0.431233736
632	0.4312131312
633	0.4311956597
634	0.4311734025
635	0.4311514675
636	0.4311375288
637	0.4311202815
638	0.4310984666
639	0.4310717712
640	0.4310531651
641	0.4310332544
642	0.4310184587
643	0.4309973187
644	0.4309761876
645	0.4309549127
646	0.4309284437
647	0.4309121279
648	0.4308925802
649	0.4308718285
650	0.4308570951
651	0.4308396069
652	0.4308205802
653	0.4308019461
654	0.4307914491
655	0.430774913
656	0.4307529367
657	0.430732743
658	0.4307219334
659	0.430684908
660	0.4306672465
661	0.4306450917
662	0.4306346216
663	0.4306159254
664	0.4305908336
665	0.4305669905
666	0.4305483001
667	0.4305302776
668	0.430510999
669	0.430492735
670	0.4304783546
671	0.4304634947
672	0.4304427129
673	0.4304297304
674	0.4304116619
675	0.4304002743
676	0.4303794971
677	0.430363128
678	0.4303431665
679	0.4303077516
680	0.4302917318
681	0.4302809967
682	0.4302652762
683	0.430249321
684	0.4302279103
685	0.4302120893
686	0.4301921821
687	0.4301718199
688	0.4301576872
689	0.4301387893
690	0.4301195854
691	0.4301038496
692	0.4300839606
693	0.4300644842
694	0.4300464609
695	0.4300289262
696	0.4300147001
697	0.4299966785
698	0.4299827336
699	0.4299626581
700	0.4299470196
701	0.4299335333
702	0.4299142326
703	0.4299041229
704	0.4298876484
705	0.4298699929
706	0.4298452942
707	0.429830103
708	0.429815161
709	0.4297967848
710	0.4297896217
711	0.4297680546
712	0.4297500684
713	0.4297368796
714	0.4297181093
715	0.4296968501
716	0.4296775235
717	0.4296660005
718	0.4296480957
719	0.4296305051
720	0.4296135712
721	0.4295975998
722	0.4295800691
723	0.4295623942
724	0.4295440045
725	0.4295265348
726	0.4295052486
727	0.4294874911
728	0.4294611391
729	0.429446337
730	0.4294336742
731	0.4294113305
732	0.4293942144
733	0.4293757014
734	0.4293588386
735	0.4293443096
736	0.4293284528
737	0.4293107224
738	0.4292953908
739	0.4292830621
740	0.4292721947
741	0.4292538813
742	0.4292339347
743	0.4292189463
744	0.4292080093
745	0.4291956993
746	0.4291782785
747	0.4291573976
748	0.4291445393
749	0.4291315417
750	0.4291111308
751	0.4290961288
752	0.4290640573
753	0.4290444179
754	0.4290336391
755	0.4290160556
756	0.4289980799
757	0.428979483
758	0.4289665992
759	0.4289483802
760	0.428924224
761	0.4289106177
762	0.428899263
763	0.4288869148
764	0.428864661
765	0.4288471329
766	0.4288309163
767	0.4288177286
768	0.4287992851
769	0.4287856171
770	0.4287711279
771	0.4287551851
772	0.4287410919
773	0.4287236701
774	0.4287044915
775	0.4286872319
776	0.4286687679
777	0.4286520562
778	0.4286329407
779	0.4286169041
780	0.4286039019
781	0.4285906662
782	0.4285775813
783	0.4285648474
784	0.4285517971
785	0.428533901
786	0.4285197489
787	0.4285019613
788	0.428483586
789	0.4284707291
790	0.4284535512
791	0.4284392551
792	0.4284210681
793	0.428406864
794	0.4283936098
795	0.4283812047
796	0.4283646998
797	0.4283523376
798	0.4283328674
799	0.4283250359
800	0.4282917364
801	0.4282777569
802	0.4282673085
803	0.4282502653
804	0.4282331249
805	0.4282172483
806	0.4281979388
807	0.4281889821
808	0.4281673249
809	0.4281528322
810	0.4281376838
811	0.4281264193
812	0.4281083799
813	0.4280888123
814	0.4280709254
815	0.4280538757
816	0.4280211698
817	0.4280072421
818	0.4279898587
819	0.4279757953
820	0.4279622766
821	0.4279545516
822	0.4279245255
823	0.4278983812
824	0.4278815724
825	0.4278649349
826	0.4278453716
827	0.4278274578
828	0.4278071424
829	0.4277904125
830	0.4277771957
831	0.427762017
832	0.4277484182
833	0.4277238092
834	0.4277077874
835	0.4276986149
836	0.4276791011
837	0.4276671806
838	0.4276520479
839	0.4276316531
840	0.4276149837
841	0.4276030419
842	0.427586134
843	0.4275696264
844	0.4275516356
845	0.4275357691
846	0.4275199893
847	0.427503713
848	0.4274879419
849	0.4274715886
850	0.4274553975
851	0.427446696
852	0.4274323638
853	0.4274147974
854	0.4273952322
855	0.4273783936
856	0.4273593722
857	0.4273452772
858	0.4273340852
859	0.427322939
860	0.4273107713
861	0.4272964844
862	0.4272795083
863	0.4272611273
864	0.4272456824
865	0.4272273166
866	0.4272133858
867	0.4271975653
868	0.4271812802
869	0.4271642356
870	0.4271478492
871	0.4271329738
872	0.4271226914
873	0.4271104023
874	0.4270949297
875	0.427078952
876	0.4270629585
877	0.4270432585
878	0.4270241599
879	0.4270074876
880	0.4269931097
881	0.426980407
882	0.4269623546
883	0.4269427485
884	0.4269320394
885	0.4269155917
886	0.4268972221
887	0.4268817907
888	0.4268680666
889	0.426854154
890	0.426836471
891	0.4268205833
892	0.4268067926
893	0.4267864417
894	0.4267692609
895	0.426754773
896	0.4267353239
897	0.4267229318
898	0.4267103674
899	0.4266944368
900	0.4266853484
901	0.4266759597
902	0.4266625871
903	0.4266424489
904	0.4266249514
905	0.4266160742
906	0.426598997
907	0.4265866344
908	0.4265711271
909	0.4265561502
910	0.4265410934
911	0.4265222823
912	0.4265018829
913	0.4264851517
914	0.4264716017
915	0.4264511351
916	0.4264342513
917	0.4264174419
918	0.4264070447
919	0.4263896039
920	0.4263716283
921	0.4263559914
922	0.4263327126
923	0.4263101617
924	0.4262882957
925	0.4262730983
926	0.4262611925
927	0.4262510433
928	0.4262338089
929	0.4262181356
930	0.4262026652
931	0.4261838043
932	0.4261694165
933	0.4261597112
934	0.4261418342
935	0.4261236966
936	0.4261055735
937	0.4260991616
938	0.4260894065
939	0.4260764722
940	0.4260608363
941	0.4260460622
942	0.4260277986
943	0.4260066043
944	0.4259933389
945	0.4259727448
946	0.425960383
947	0.4259494298
948	0.4259325286
949	0.4259173413
950	0.4259036249
951	0.4258954974
952	0.4258771064
953	0.4258636483
954	0.4258442447
955	0.4258237604
956	0.4258132072
957	0.4257978285
958	0.4257540419
959	0.4257434399
960	0.4257278115
961	0.425711356
962	0.4256967151
963	0.4256790262
964	0.4256704419
965	0.4256405371
966	0.4256245358
967	0.4256077736
968	0.4255881018
969	0.4255692332
970	0.4255508524
971	0.4255388315
972	0.4255277886
973	0.4255168018
974	0.4254996324
975	0.4254855775
976	0.4254724017
977	0.4254553253
978	0.4254371852
979	0.4254182312
980	0.4254041729
981	0.4253911889
982	0.425380346
983	0.4253639523
984	0.4253459144
985	0.4253314385
986	0.4253230229
987	0.4253041287
988	0.4252873177
989	0.4252740975
990	0.4252571473
991	0.4252423425
992	0.4252270444
993	0.4252134745
994	0.425199994
995	0.4251876986
996	0.4251744402
997	0.4251677329
998	0.4251554287
999	0.4251423682
